school_id,teach_id,child_id,lit_pretest,math_pretest,lit_posttest,math_posttest,ses,female,black,hisp,asian,nohsdip,ba,maprofdeg,nonenghome,pct_frpl,private,fullday
0737,0737T01,0737011C,43.95,52.99,52.15,61.4,0.45,0,0,0,0,0,1,0,0,7.94,1,0
0124,0124T03,0124013C,34.03,20.83,47,35.49,-0.13,0,1,0,0,0,0,0,0,,0,1
3029,3029T02,3029019C,24.53,20.65,35.59,26.04,-0.19,1,0,0,0,0,0,0,0,27.44,0,0
0680,0680T01,0680003C,27.47,21.54,40.05,30.95,,1,0,1,0,,,,0,20.59,0,1
1113,1113T05,1113024C,,12.08,30.47551,13.4,-0.48,0,0,1,0,0,0,0,1,,0,
0247,0247T01,0247001C,43.49,30.05,49.63,36.79,1.46,0,0,0,1,0,0,1,0,,0,1
0822,0822T01,0822002C,35.48,32.26,37.45,34.72,-0.14,0,0,0,0,0,0,0,0,0,1,0
0860,0860T07,0860015C,28.84,30.73,47.68,29.97,0.32,0,0,0,0,0,0,0,0,93,0,1
3108,3108T02,3108006C,29.85,22.02,42.93,34.65,0.72,0,0,0,0,0,0,1,0,44.09,0,1
0383,0383T01,0383022C,26.56,23.29,34.89,33.9,0.09,0,0,1,0,0,1,0,1,15.63,0,0
0938,0938T03,0938025C,25.92,20.2,51.38,45.06,0.58,0,0,0,0,0,1,0,0,2.74,0,1
0825,0825T01,0825008C,25.85,15.7,36.53,27.56,0.32,1,1,0,0,0,0,0,0,,0,1
3041,3041T01,3041021C,,,60.74524,58.73934,-0.46,1,0,0,0,0,0,0,,49.29,0,1
1210,1210T03,1210011C,34.38,26.06,54.35,44.89,0.68,1,0,0,0,0,1,0,0,,0,0
1107,1107T04,1107016C,43.78,32.33,50.1,55.8,1.61,0,0,0,0,0,0,1,0,3.7,0,0
1021,1021T04,1021007C,33.92,19.24,41.55,30.87,0.11,0,0,0,0,0,1,0,0,12.79,0,0
0576,0576T02,0576014C,40.52,31.07,55.03,42.47,0.8,1,0,0,0,0,1,0,0,0,1,1
0047,0047T02,0047022C,35.74,25.56,49.93,37.8,-0.45,0,0,0,0,0,0,0,0,5.95,0,0
0462,0462T01,0462014C,39.51,40.4,73.94,62.32,-0.48,0,0,0,0,0,0,0,0,,0,1
0262,0262T01,0262002C,33.94,30.15,43.32,44.55,0.88,0,0,0,0,0,1,0,0,,0,1
0517,0517T02,0517009C,44.84,33.06,50.82,38.32,-0.58,0,0,0,0,0,0,0,0,69.39,0,1
0710,0710T03,0710011C,39.32,27.62,45.37,34.21,0.06,0,1,0,0,0,0,0,0,,0,1
1037,1037T02,1037012C,31.64,20.58,40.07,33.61,-0.22,0,0,1,0,0,0,0,0,,0,1
0213,0213T03,0213010C,31.61,22.27,40.82,30.91,1.01,0,0,0,0,0,1,0,0,12.89,0,0
0597,0597T04,0597012C,23.05,15.8,33.67,23.38,-0.78,0,1,0,0,1,0,0,0,59.97,0,1
0851,0851T03,0851011C,25.26,13.49,31.14,16.82,-0.7,0,1,0,0,0,0,0,0,93,0,1
0077,0077T03,0077013C,25.82,17.58,35.27,24.11,-0.06,0,0,0,0,0,0,0,0,,1,1
0654,0654T02,0654017C,33.92,23.87,48.48,34.61,-0.59,0,0,1,0,0,0,0,0,61.73,0,1
0839,0839T02,0839003C,45.15,29.25,47.25,38.97,-0.14,1,0,0,1,0,1,0,1,,0,1
2111,2111T01,2111007C,25.63,22.91,39.51,23.97,-0.81,0,1,0,0,0,0,0,0,38.12,0,0
0157,0157T01,0157019C,24.47,12.79,33.9,30.18,1.06,1,0,0,0,0,0,1,1,0,1,1
0638,0638T02,0638002C,46.48,41.91,52.47,52.67,1.07,0,0,0,0,0,0,1,0,93,0,1
3040,3040T01,3040009C,41,39,53.48,40.99,-0.21,0,0,0,0,0,0,0,0,31.47,0,1
0009,0009T01,0009005C,29.94,29.48,43.29,46.75,-0.52,1,0,0,0,0,0,0,0,37.95,0,0
0071,0071T02,0071020C,33.37,23.94,59.48,28.61,-0.05,0,0,0,0,0,0,0,0,,0,1
0395,0395T01,0395018C,41.76,38.58,48.84,53.89,1.1,1,0,0,0,0,0,1,0,5.9,0,0
0671,0671T01,0671018C,39.64,24.55,43.33,36.54,0.51,0,0,0,0,0,1,0,0,0,1,1
0105,0105T02,0105017C,,,35.68,22.64,-0.97,0,0,1,0,1,0,0,0,31.52,0,
3073,3073T03,3073011C,38.22,26.25,43.06,26.1,-0.19,0,0,0,0,0,0,0,0,,0,0
0723,0723T01,0723008C,35.67,35.14,51.61,46.93,-0.9,1,0,0,0,0,0,0,0,5.09,1,1
0857,0857T05,0857012C,34.59,23.27,43.56,31.08,-0.93,1,1,0,0,1,0,0,0,51.29,0,1
0824,0824T04,0824016C,24.56,12.41,36.57,17.76,-1.18,1,0,0,1,0,0,0,0,41.22,0,1
0284,0284T02,0284013C,44.8,33.15,67.58,36.77,-0.5,1,0,0,0,0,0,0,0,14.78,0,0
0115,0115T02,0115009C,29.33,20.22,37.35,20.56,-0.73,0,0,1,0,0,0,0,1,93,0,1
0169,0169T01,0169006C,29.03,18.42,38.59,24.79,,1,1,0,0,,,,0,,0,1
0370,0370T02,0370014C,28.35,19.15,37.32,29.51,1.03,0,0,0,0,0,0,1,0,32.18,0,0
1256,1256T01,1256005C,34.6,28.76,44.99,23.56,-0.55,1,1,0,0,0,0,0,0,,0,0
1006,1006T02,1006004C,35.84,28.27,47.17,44.69,0.6,0,0,0,0,0,1,0,0,2.66,1,1
0759,0759T01,0759013C,30.75,18.17,42.23,27.54,-0.69,0,1,0,0,0,0,0,0,93,0,1
0430,0430T01,0430025C,27.27,22.53,44.28,35.48,0.33,1,0,0,0,0,0,0,0,,0,1
3081,3081T01,3081017C,39.72,41.3,47.23,44.09,0.77,1,0,0,0,0,1,0,0,,0,1
0124,0124T03,0124011C,,,30.59,21.75,,1,0,1,0,,,,,,0,1
0682,0682T01,0682001C,41.43,25.49,49.51,44.33,0.73,0,0,0,0,0,0,0,0,,1,0
0495,0495T02,0495009C,43.64,35.46,52.07,57.98,1.27,0,0,0,0,0,0,1,0,44.12,0,1
0762,0762T02,0762013C,34.91,23.2,46.14,37.02,-0.58,1,1,0,0,0,0,0,0,69.64,0,1
1146,1146T04,1146020C,,17.66,28.87126,26.4,-0.81,1,0,1,0,0,0,0,1,93,0,
0915,0915T05,0915021C,45.15,28.27,57,38.14,0.21,0,0,0,0,0,1,0,0,,0,1
0584,0584T02,0584024C,49.61,46.52,54.54,44.52,,0,0,0,0,,,,0,1.92,0,0
0870,0870T01,0870016C,33.09,33.51,46.58,40.51,0.01,0,0,0,0,0,0,0,0,,0,0
3052,3052T03,3052025C,37.11,42.15,45.02,54.77,1.41,0,0,0,0,0,0,1,0,,0,1
3028,3028T01,3028016C,49.66,28.76,96.53,41.33,1.5,1,0,0,0,0,0,1,0,.62,0,0
1260,1260T10,1260019C,25.31,20.86,51.7,48.79,0.05,1,0,1,0,0,0,0,1,71.04,0,1
0685,0685T01,0685018C,29.1,19.35,29.43,21.62,0.56,0,0,0,0,0,1,0,0,13.19,0,1
0119,0119T01,0119019C,38.75,24.13,45.89,36.52,1.3,1,1,0,0,0,1,0,0,,1,1
0572,0572T01,0572024C,25.31,18.27,30.25,22.37,0.17,0,0,0,0,0,0,0,0,5.19,0,0
1175,1175T09,1175013C,,15.33,11.05478,24.4,-1.15,1,0,1,0,1,0,0,1,,0,
3032,3032T01,3032012C,36.31,27.71,56.27,37.04,0.74,0,0,0,0,0,0,1,0,18.66,0,0
3081,3081T02,3081021C,33.02,30.81,46.77,39.07,1.92,1,0,0,0,0,0,1,0,,0,1
3105,3105T01,3105003C,39.08,24.63,53.12,30.92,-0.05,1,1,0,0,0,1,0,0,32.54,0,1
1132,1132T01,1132001C,,,41.99,28.34,,0,0,0,1,,,,1,,0,0
0704,0704T06,0704018C,31.36,,28.79,19.64,0.4,0,0,1,0,0,1,0,0,36.98,0,1
1231,1231T04,1231020C,,,45.22,36.41,0.02,1,0,0,0,0,0,0,,4.17,0,0
0034,0034T01,0034006C,32.07,14.36,35.31,21.55,1.76,1,1,0,0,0,0,1,1,32,0,1
0777,0777T02,0777006C,33.2,20.01,41.24,34.24,0.33,1,0,0,0,0,0,0,0,26.67,0,1
1092,1092T01,1092008C,24.2,12.07,25.92,19.56,-0.28,0,0,1,0,0,0,0,1,65.66,0,0
0201,0201T01,0201009C,36.26,38.98,44.04,49.29,0.6,0,0,0,0,0,1,0,0,7.28,1,0
2119,2119T05,2119016C,43.72,39.82,67.37,55.56,-0.43,0,0,0,0,0,0,0,0,32.99,0,1
0913,0913T01,0913001C,42.26,30.92,51.92,40.34,-0.12,1,0,0,0,0,0,0,0,,0,1
0621,0621T01,0621005C,26.68,18.99,47.34,39.86,-0.55,0,0,0,0,0,0,0,0,19.88,0,1
0584,0584T01,0584009C,43.24,26.36,42.9,23.96,,0,1,0,0,,,,0,1.92,0,0
1138,1138T01,1138008C,42.18,36.04,59.72,53.77,0.63,1,0,0,1,0,1,0,1,0,1,0
0330,0330T02,0330010C,49.31,26.2,55.4,34.99,0.55,1,0,0,0,0,0,0,0,17.16,0,
0856,0856T01,0856021C,30.51,22.47,41.62,26.68,0.1,1,0,0,0,0,0,0,0,27.49,0,1
0954,0954T06,0954017C,27.03,27.07,45.11,49.19,0.07,0,0,1,0,0,0,0,0,,0,0
3113,3113T02,3113018C,32.3,20.23,55.64,27.2,-0.22,0,0,0,0,0,0,0,0,,0,0
0645,0645T04,0645001C,24.74,17.81,39.98,19.97,0.24,1,1,0,0,0,0,0,0,67.84,0,1
3068,3068T01,3068001C,25.15,20.6,36.84,27.18,-0.41,1,0,0,0,0,0,0,0,35.97,0,0
0265,0265T01,0265006C,32.29,14.68,41.33,24.02,0.54,1,0,0,0,0,1,0,0,,0,0
0029,0029T05,0029007C,27.36,20.39,36.06,26.58,-0.05,0,0,0,0,0,1,0,0,21.48,0,0
0954,0954T06,0954010C,38.01,27.11,42.81,32.84,-0.43,1,0,1,0,0,0,0,1,,0,0
0918,0918T02,0918014C,,18.01,35.88487,20.93,,1,0,1,0,,,,1,,0,1
0824,0824T02,0824009C,,,22.16126,10.74704,0.77,0,0,0,0,0,1,0,,41.22,0,1
1116,1116T01,1116012C,,,39.71,30.12,-0.22,1,0,1,0,0,0,0,,28.57,1,0
1264,1264T01,1264014C,23.57,16.23,36.74,26.83,-1.1,1,0,1,0,1,0,0,0,76.92,0,0
1021,1021T04,1021013C,34.42,25.27,47.9,43.71,,1,0,1,0,,,,0,12.79,0,0
0044,0044T02,0044009C,39.35,24.41,65.23,39.34,0.97,1,0,0,0,0,1,0,0,2.26,0,1
0154,0154T01,0154018C,41.55,39.21,40.3,48.2,-0.11,1,0,0,0,0,0,0,0,,0,0
1238,1238T03,1238017C,,16.72,43.70981,19.87,-0.59,1,0,1,0,0,0,0,1,81.83,0,1
1215,1215T04,1215006C,33.6,45.33,42.82,41.83,-0.93,1,0,0,1,1,0,0,0,79.52,0,0
0799,0799T04,0799015C,30.71,22.83,38.22,45.24,0.68,1,0,0,0,0,1,0,0,56.46,0,1
0404,0404T01,0404007C,39.78,25.93,49.99,45.09,0.25,1,0,1,0,0,0,0,0,0,1,0
0284,0284T02,0284015C,31.12,20.17,34.76,22.83,-0.22,1,0,0,0,0,0,0,0,14.78,0,0
0669,0669T01,0669001C,26.39,21.2,45.12,28.96,1.05,0,1,0,0,0,0,1,0,10.46,0,1
0212,0212T01,0212015C,30.09,15.13,38.86,22.68,0.17,1,0,0,0,0,0,0,0,0,1,1
0753,0753T01,0753005C,29.45,17.24,39.66,18.82,-1,1,0,0,0,1,0,0,0,,0,1
0576,0576T03,0576024C,43.7,29.33,50.04,48.36,0.19,0,0,0,0,0,0,0,0,0,1,1
0216,0216T03,0216011C,28.35,15.43,38.66,22.61,-0.03,0,1,0,0,0,0,0,0,74.93,0,1
1123,1123T03,1123019C,34.31,28.15,54.78,38.13,-0.75,0,0,0,1,0,0,0,1,,0,
0251,0251T02,0251012C,32.26,16.35,36.52,22.58,0.04,0,0,0,0,0,1,0,0,29.01,0,1
0877,0877T01,0877007C,24.77,16.02,33.9,23.73,-0.75,1,0,1,0,0,0,0,1,17.38,0,0
1122,1122T02,1122010C,,19.52,22.8597,23.78,,1,0,1,0,,,,1,,0,
0263,0263T01,0263006C,37.03,26.28,51.55,31.8,1.24,1,0,0,0,0,1,0,0,,1,1
0434,0434T03,0434019C,36.03,21.35,60.57,40.05,-0.06,1,0,0,0,0,0,0,0,37.18,0,1
2004,2004T03,2004020C,28.77,16.38,35.22,23.87,0.5,1,0,0,0,0,0,0,0,,1,1
1099,1099T01,1099002C,34.91,21.41,38.7,29.96,-0.86,0,0,0,1,0,0,0,1,,0,0
0049,0049T01,0049001C,,,26.94772,30.93094,-0.92,0,0,0,1,0,0,0,1,,0,0
0440,0440T01,0440007C,77.76,34.96,95.42,42.75,0.51,0,0,0,0,0,1,0,0,15.38,0,0
0783,0783T05,0783021C,32.36,29.41,38.33,30.12,-0.52,1,0,0,0,1,0,0,0,11.94,0,1
2129,2129T02,2129009C,35.8,33.38,40.24,38.69,-0.23,1,0,0,0,0,0,0,0,,1,1
0105,0105T03,0105022C,,,32.73,22.69,,0,0,0,0,,,,0,31.52,0,
0300,0300T01,0300015C,24.85,21.46,39.66,34.32,0.28,0,0,0,0,0,0,0,0,9.33,0,0
0282,0282T01,0282003C,39.02,26.35,42.52,30.39,,0,0,0,0,,,,0,,0,1
1174,1174T13,1174006C,,22.23,43.47666,26.85,-1.29,1,0,1,0,1,0,0,1,5.01,0,
0011,0011T01,0011011C,33.02,21.07,41.38,28.64,-0.21,0,0,0,0,0,0,0,0,17.21,0,0
1245,1245T03,1245007C,35.7,35.46,44.09,49.37,-0.3,0,0,1,0,0,0,0,0,5.45,0,0
2121,2121T01,2121018C,40.04,22.04,41.42,29.21,-0.37,1,0,0,0,0,0,0,0,23.28,0,1
0088,0088T01,0088002C,33.65,28.72,37.39,30.09,0.84,0,0,0,0,0,0,1,0,,1,0
2131,2131T01,2131014C,31.36,21.48,32.48,24.1,0.44,1,0,0,0,0,1,0,0,0,1,0
0484,0484T01,0484021C,28.46,25.96,48.8,43.7,-0.4,0,0,0,0,0,0,0,0,,0,1
2134,2134T01,2134016C,25.58,21.07,32.62,29.17,-0.36,0,0,0,0,0,0,0,0,,1,
0532,0532T02,0532015C,28.84,15.93,29.47,24.96,0.35,1,0,0,0,0,0,0,0,7.46,0,0
0045,0045T01,0045003C,46.79,40.46,56.24,48.44,0.56,1,0,0,0,0,1,0,0,4.05,0,0
0785,0785T02,0785005C,34.63,30.28,43.59,27.48,0.32,1,0,0,0,0,0,0,0,11.76,0,1
0921,0921T01,0921019C,27.9,21.6,35.7,24.01,-0.5,1,1,0,0,0,0,0,0,,0,1
0460,0460T05,0460024C,29.36,41.27,46.8,58.78,0.56,0,0,0,0,0,1,0,0,20.06,0,1
0285,0285T02,0285024C,25.35,13.24,25.52,17.16,0.04,1,1,0,0,0,0,0,0,,0,0
3013,3013T03,3013021C,43.67,33.91,55.53,44.04,-0.03,1,0,0,0,0,1,0,0,28.85,0,1
0343,0343T01,0343003C,40.73,32.46,62.93,39.92,0.76,1,0,0,0,0,1,0,0,3.78,1,0
0886,0886T01,0886004C,32.84,26.64,38.49,40.66,-0.48,1,0,0,0,0,0,0,0,19.52,0,1
0134,0134T02,0134009C,27.63,20.69,42.52,30.67,-0.46,0,0,0,0,0,0,0,0,4.04,0,0
0227,0227T01,0227022C,24.9,17.83,35.28,22.56,-0.51,0,0,0,0,0,0,0,0,23.76,0,0
1186,1186T01,1186019C,56.98,30.92,64.83,41.13,0.09,1,1,0,0,0,0,0,0,,1,1
0088,0088T01,0088008C,25.81,16.03,28.75,17.25,-0.56,1,0,0,0,0,0,0,0,,1,0
1200,1200T01,1200005C,37.73,26.88,51.48,45.59,1.06,1,0,0,0,0,1,0,0,0,1,1
0266,0266T02,0266010C,24.2,13.3,23.24,13.09,-0.87,0,1,0,0,0,0,0,0,,0,1
0088,0088T01,0088007C,36.79,24.49,39.22,26.59,0.76,0,0,0,0,0,1,0,0,,1,0
0169,0169T02,0169001C,,,69.1979,37.04002,-0.02,0,0,0,1,0,0,0,1,,0,1
0452,0452T01,0452017C,32.66,26.32,54.81,34.3,-0.26,1,0,0,0,0,0,0,0,,1,1
1147,1147T07,1147018C,30.82,25.16,41.62,41.7,-0.27,1,0,0,0,0,0,0,0,,0,0
0243,0243T01,0243010C,29.45,23.23,47.77,48.72,0.35,1,0,0,0,0,0,0,0,,1,1
0179,0179T02,0179022C,34.83,50.58,55.9,81.57,0.94,0,0,0,0,0,0,1,0,0,1,1
0939,0939T04,0939013C,33,35.61,58.59,48.58,-0.55,0,0,1,0,0,0,0,0,73.51,0,1
0336,0336T03,0336014C,33.8,24.3,32.42,33.97,-0.38,1,0,0,0,0,0,0,0,,0,
0829,0829T01,0829017C,33.24,26.82,47.71,37.56,-0.35,0,0,0,0,0,0,0,0,11.21,1,1
3047,3047T01,3047002C,31.45,19.61,34.43,29.83,-0.6,1,0,0,0,0,0,0,0,,0,0
0762,0762T02,0762020C,33.52,28.14,53.51,35.3,0.12,1,1,0,0,0,0,0,0,69.64,0,1
0799,0799T03,0799007C,35.71,26.62,52.89,38.74,-0.75,1,0,0,0,0,0,0,0,56.46,0,1
0887,0887T01,0887018C,37.72,29.17,51.72,36.26,0.48,0,0,0,0,0,1,0,0,,1,0
0161,0161T02,0161001C,47.43,61.99,63.87,86.06,1.95,0,0,0,1,0,0,1,0,0,1,0
0505,0505T01,0505005C,,,27.42184,7.113829,-0.93,0,1,0,0,0,0,0,,64.1,0,0
1279,1279T02,1279001C,41.62,32.17,52.68,44.22,-0.49,1,0,1,0,0,0,0,0,30.59,0,1
0663,0663T01,0663007C,64.16,56.14,84.62,60.4,0.03,1,0,0,0,0,0,0,0,,1,1
0647,0647T01,0647022C,34.43,21.36,51.97,34.69,0.82,0,0,1,0,0,1,0,0,19.87,0,1
0380,0380T04,0380013C,40.1,29.62,52.07,52.44,1.24,1,0,0,0,0,1,0,0,19.34,0,1
0388,0388T01,0388013C,31.04,19.69,35.15,26.69,-0.61,1,1,0,0,0,0,0,0,,0,1
0815,0815T06,0815020C,36.82,30.43,40.55,46.1,-0.61,0,0,0,0,0,0,0,0,37.46,0,1
0837,0837T01,0837015C,30.91,25.71,44.51,32.57,-0.54,1,1,0,0,0,0,0,0,89.02,0,1
1182,1182T03,1182007C,29.62,22.45,37.66,25.21,0.94,1,0,0,0,0,0,1,0,28.11,0,0
0839,0839T01,0839016C,58.17,37.58,104.42,54.98,0.41,1,0,0,0,0,0,1,0,,0,1
0117,0117T08,0117024C,,,28.60271,32.79176,,0,0,0,1,,,,1,,0,
0249,0249T01,0249007C,41.51,19.74,52.66,37.17,0.27,0,0,1,0,0,0,0,0,,1,0
0996,0996T05,0996001C,24.16,19.27,36.86,30.2,,1,0,0,1,,,,1,,0,1
0844,0844T01,0844009C,,,33.76,20.52,-0.74,0,1,0,0,0,0,0,,,1,1
0011,0011T01,0011020C,46.25,40.64,49.53,42.63,-0.08,0,0,1,0,0,0,0,0,17.21,0,0
0294,0294T01,0294006C,27.37,17.65,30.72,22.58,-0.12,0,0,0,0,0,0,0,0,9.09,1,1
0168,0168T03,0168021C,26.81,25.46,36.78,47.74,-0.26,0,0,0,0,0,0,0,0,9.8,0,0
0940,0940T03,0940011C,35.65,21.55,50.27,42.87,-0.9,0,0,1,0,1,0,0,0,24.42,0,1
0072,0072T01,0072015C,33.02,23.99,45.69,50.77,-0.06,0,0,0,0,0,0,0,0,,1,1
0800,0800T03,0800018C,29.52,19.99,34.1,33.29,-0.91,0,0,0,0,0,0,0,0,36.36,0,1
0265,0265T01,0265009C,43.86,35.66,49.71,44.09,1.01,1,0,0,0,0,1,0,0,,0,0
1038,1038T01,1038006C,21.98,12.87,24.69,19.12,-0.46,1,0,1,0,0,0,0,1,14.96,0,1
0383,0383T01,0383002C,40.38,31.63,49.09,42.31,0.82,1,0,0,1,0,1,0,1,15.63,0,0
0303,0303T01,0303004C,34.84,23.03,31.78,21.7,-0.41,0,0,0,0,0,0,0,0,59.65,0,
0649,0649T03,0649021C,46.01,30,65.1,47.34,0.17,0,1,0,0,0,0,0,0,66.03,0,1
2009,2009T01,2009007C,37.04,25.97,41.78,32.42,0.05,1,0,0,0,0,0,0,0,0,1,0
0383,0383T01,0383018C,31.11,18.69,44.87,30,-0.92,1,0,0,0,0,0,0,0,15.63,0,0
0180,0180T01,0180001C,29.37,18.65,26.62,20.9,-1.29,0,0,1,0,1,0,0,0,,0,0
0270,0270T01,0270022C,38.99,31.87,44.85,36.7,-0.81,1,0,0,0,1,0,0,0,36.38,0,0
0081,0081T03,0081019C,34.88,18.15,47.09,26.81,1.63,1,0,0,0,0,0,1,0,,0,0
0846,0846T01,0846004C,,,48.27,43.03,0.21,1,0,0,0,0,1,0,,1.45,1,1
0834,0834T02,0834021C,35.98,34.12,50.26,44.88,-0.52,1,0,0,0,0,0,0,0,47.34,0,1
0935,0935T02,0935006C,45.95,25.31,47.47,34.3,-0.09,0,1,0,0,0,1,0,0,,0,0
0667,0667T01,0667018C,31.85,26.93,48.31,35.99,0.4,1,0,0,0,0,0,0,1,15.93,0,1
1241,1241T01,1241009C,34.39,36.4,47.79,59.11,-0.58,1,0,1,0,0,0,0,0,0,1,1
0360,0360T04,0360004C,45.74,43.61,66.51,63.34,-0.87,0,0,0,1,1,0,0,1,13.61,0,1
1185,1185T01,1185006C,30.5,29.78,46.55,51.92,-1.1,1,1,0,0,0,0,0,0,93,0,0
0262,0262T02,0262018C,38.86,27.65,40.96,29.76,0.36,1,0,0,0,0,0,0,0,,0,0
0966,0966T02,0966004C,,,39.4,30.45,-0.39,1,0,0,1,0,0,0,1,51.92,0,1
1056,1056T01,1056004C,50.07,36.21,69.05,50.31,0.42,1,0,0,0,0,0,0,0,5.54,1,1
1042,1042T03,1042015C,31.61,13.65,30.25,22.93,-0.15,0,1,0,0,0,0,0,0,69.74,0,1
1107,1107T06,1107021C,51.36,34.84,60.23,40.61,2.33,0,0,0,0,0,0,1,0,3.7,0,0
0949,0949T08,0949011C,,,54.18584,33.39,-0.4,0,0,1,0,0,0,0,,,0,
1163,1163T01,1163007C,,,40.03989,32.41376,0.61,0,0,0,1,0,1,0,1,,1,1
0264,0264T01,0264012C,32.25,26.74,43.85,32.58,0.68,0,0,0,0,0,0,0,0,0,1,0
0377,0377T02,0377018C,28.67,20.41,34.29,24.18,-0.82,1,0,0,0,0,0,0,0,13.82,0,1
0502,0502T02,0502001C,29.83,24.92,47.68,45,-0.18,0,0,0,0,0,0,0,0,55.86,0,1
0938,0938T01,0938005C,44.54,26.57,50.88,43.67,0.72,1,0,0,0,0,1,0,0,2.74,0,1
0662,0662T01,0662003C,46.69,35.46,86.66,60.99,,1,1,0,0,,,,0,,0,1
0752,0752T08,0752022C,,12.45,24.82,16.63,-0.58,1,0,0,0,0,0,0,0,2.87,0,1
3074,3074T01,3074004C,31.7,16.01,40.17,29.5,-0.19,0,0,0,0,0,0,0,0,6.39,0,0
0307,0307T02,0307002C,30.03,21.57,35.83,24.9,,0,0,0,0,,,,0,4.76,0,0
3021,3021T02,3021009C,24.09,19.23,27.92,23.11,-0.71,0,1,0,0,0,0,0,0,63.01,0,1
0867,0867T02,0867019C,34.69,28.15,48.18,46.63,-0.57,1,1,0,0,0,0,0,0,52.32,0,1
2134,2134T01,2134022C,43.08,44.45,66.48,56.4,1.55,0,0,1,0,0,1,0,0,,1,
3042,3042T01,3042022C,30.74,30.12,35.8,44.87,-0.55,0,0,0,0,0,0,0,0,,0,1
0762,0762T02,0762021C,25.27,14.47,26.18,27.48,-0.91,0,1,0,0,1,0,0,0,69.64,0,1
1124,1124T01,1124011C,31.85,35.79,61.62,47.25,-0.28,1,0,0,1,0,0,0,1,0,1,1
0051,0051T01,0051020C,40.08,24.42,50.32,33.76,0.48,1,0,0,0,0,1,0,0,,1,1
0757,0757T03,0757024C,26.21,18.13,45.88,23.83,0.33,0,0,0,0,0,1,0,0,82.2,0,1
3016,3016T01,3016023C,32.19,20.92,46.06,32.35,0.1,1,0,0,0,0,0,0,0,93,0,0
1126,1126T08,1126019C,28.44,14.89,31.3,21.17,-1.1,0,0,1,0,1,0,0,0,,0,
2112,2112T05,2112017C,27.74,19.09,44.72,30.35,-0.27,0,0,0,0,0,0,0,0,13.33,0,0
2130,2130T02,2130015C,31.24,26.78,40.2,28.12,-0.49,1,0,1,0,0,0,0,0,52.55,1,1
0766,0766T01,0766003C,38,24.42,63.56,36.57,0.83,0,1,0,0,0,0,0,0,93,0,1
1194,1194T01,1194017C,102.11,53.79,101.25,62.15,1.12,0,0,0,1,0,0,1,0,17.96,0,0
0529,0529T02,0529013C,36.66,31.78,50.26,44.06,0.62,1,0,0,0,0,0,1,0,5.24,1,1
0099,0099T02,0099023C,22.16,13.34,38.3682,26.48158,-0.41,1,0,0,0,0,0,0,0,9.11,0,
0707,0707T05,0707020C,28.29,16.27,45.9,28.43,0.95,1,0,1,0,0,0,1,1,,0,1
0097,0097T02,0097010C,35.38,28.33,44.26,30.85,1.49,1,0,0,0,0,0,1,0,93,1,
0894,0894T02,0894007C,27.64,13.41,28.12,20.58,-0.03,0,0,1,0,0,1,0,0,4.3,1,1
0653,0653T02,0653018C,44.23,27.55,50.26,37.59,-0.61,1,1,0,0,0,0,0,0,93,0,1
0680,0680T06,0680021C,41.42,32.86,50.12,43.88,0.72,1,0,0,0,0,1,0,0,20.59,0,1
0660,0660T03,0660023C,27.05,17.4,38.05,30.24,-0.22,1,0,0,0,0,0,0,0,,1,1
0170,0170T01,0170010C,,,27.08058,22.81057,-0.47,1,1,0,0,0,0,0,,,0,1
0942,0942T04,0942021C,,12.43,34.32064,27.87,-0.71,0,0,1,0,1,0,0,1,,0,1
1134,1134T02,1134016C,,,49.06394,44.03551,-0.06,1,0,0,1,0,1,0,1,,0,0
0131,0131T04,0131006C,46.82,39.89,48.58,40.4,1.18,0,0,0,0,0,1,0,0,,0,0
0840,0840T01,0840009C,54.78,47.49,72.04,48.3,0.32,0,0,0,0,0,0,0,0,0,1,1
0417,0417T01,0417014C,46.11,35.74,59.75,44.36,0.02,1,0,0,0,0,0,0,0,,0,0
0605,0605T02,0605022C,29.64,19.42,35.2,27.29,0.1,0,1,0,0,0,0,0,0,27.03,0,1
0691,0691T05,0691017C,36.97,30.69,53.29,43.83,-0.39,0,0,1,0,0,0,0,1,62.96,0,1
0122,0122T01,0122025C,31.27,29.25,40.32,46.42,1.18,0,0,0,0,0,0,1,0,0,1,0
0465,0465T01,0465014C,26.69,19.69,41.68,34.72,-0.08,1,0,0,0,0,0,0,0,34.29,0,1
0387,0387T03,0387022C,,13.52,44.5513,18.53,-0.66,1,0,1,0,0,0,0,1,29.7,0,
0240,0240T03,0240016C,33.36,26.33,38.38,40.39,-0.19,1,1,0,0,0,0,0,0,,0,
1038,1038T02,1038015C,,24.39,49.39947,28.32,-0.46,1,0,1,0,0,0,0,1,14.96,0,1
0483,0483T02,0483009C,45.73,40,48.94,40.16,-0.14,0,0,0,0,0,0,0,0,25.47,0,1
0779,0779T03,0779015C,28.28,23.37,47.09,32.39,-0.08,0,0,0,0,0,1,0,0,,0,1
1003,1003T02,1003002C,33.1,26.02,57.1,45.51,,1,0,1,0,,,,0,14.37,0,0
0292,0292T01,0292012C,,,42.3909,24.57726,1.22,0,0,0,0,0,0,1,,10.08,0,
0066,0066T01,0066008C,,,134.8,46.81,1.79,1,0,0,0,0,0,1,,16.13,0,0
1033,1033T06,1033020C,26.52,17.16,40.46,20.29,-1.21,1,0,1,0,1,0,0,0,93,0,1
